game_id|date|team|net_pen_60|pen_drawn_60|hdco_pct|pen_taken_60|hdc_pct|cf_pct|pp_pct|hdf_pct|fow_pct|xgf|scf_pct|pk_pct|xga
2025020001|2025-10-07|FLA|1|3|78.6|4|60.7|58.0|0.0|78.6|0|4.3|66.1|0.0|1.55
2025020001|2025-10-07|CHI|-1|4|21.4|3|39.3|42.0|0.0|21.4|0|1.55|33.9|0.0|4.3
